prediction,label,word
0.9998694658279419,1,trout
0.9999985694885254,1,jaguar
0.9998949766159058,1,dunlin
0.999993085861206,1,caterpillar
0.9998631477355957,1,eel
0.9999983310699463,1,platypus
0.9999998807907104,1,lynx
0.9998286962509155,1,newt
0.9985093474388123,1,crane
0.9999380111694336,1,numbat
1.0,1,waterbuck
0.9968259334564209,1,ibex
0.9998507499694824,1,gull
0.9999676942825317,1,bison
0.9999997615814209,1,lion
0.997111439704895,1,rook
1.0,1,blue sheep
0.9999998807907104,1,chimpanzee
0.9999994039535522,1,scorpion
0.9928215146064758,1,mole
0.9999303817749023,1,reddeer
0.9990745782852173,1,squid
0.9969261288642883,1,kiang
0.9999996423721313,1,elk
0.9983202815055847,1,ape
0.9978861212730408,1,dotterel
0.9999985694885254,1,hawk
0.9999570846557617,1,dog
0.9999998807907104,1,lapwing
0.9967260360717773,1,reindeer
1.0,1,tiger
0.999071478843689,1,galago
0.9999998807907104,1,giraffe
1.0,1,lemur
0.9985278844833374,1,narwhal
0.9999749660491943,1,oryx
0.9926151037216187,1,mule
0.9997844099998474,1,dove
0.9999911785125732,1,buffalo
0.9999995231628418,1,mosquito
0.9996603727340698,1,pallas's cat
0.9999128580093384,1,redpanda
0.9958763122558594,1,serval
1.0,1,tasmanian tiger
0.9999914169311523,1,bharal
0.9999988079071045,1,dingo
0.9969582557678223,1,cuscus
0.999961256980896,1,ferret
0.9998144507408142,1,horse
0.9999998807907104,1,chinkara
0.9948700666427612,1,hartebeest
1.0,1,wombat
0.9992209672927856,1,skunk
1.0,1,owl
0.9999885559082031,1,raven
0.9999719858169556,1,kangaroo
0.9955964684486389,1,wolverine
1.0,1,hyena
0.9991315007209778,1,eland
0.9999842643737793,1,bobcat
0.9907166361808777,1,takin
0.9999700784683228,1,indri
0.9999984502792358,1,seahorse
1.0,1,ostrich
0.9999957084655762,1,sheep
0.9968293309211731,1,addax
1.0,1,cockroach
0.999104917049408,1,mouflon
1.0,1,mantis
0.9999972581863403,1,camel
0.9999995231628418,1,pelican
0.9999977350234985,1,starling
0.9999997615814209,1,possum
0.9999953508377075,1,springbok
0.9999985694885254,1,grasshopper
0.9998763799667358,1,pig
0.9999971389770508,1,ram
1.0,1,quail
0.9999854564666748,1,hedgehog
1.0,1,pheasant
1.0,1,bandicoot
0.9952929615974426,1,aye-aye
1.0,1,chinchilla
0.9999923706054688,1,spider
0.9999979734420776,1,cheetah
0.9999998807907104,1,parrot
0.9999990463256836,1,cougar
0.9997716546058655,1,tahr
0.9999649524688721,1,badger
0.9999759197235107,1,loris
0.9949401617050171,1,sardine
0.9985318183898926,1,worm
1.0,1,clouded leopard
0.9999167919158936,1,barracuda
0.996355414390564,1,banteng
0.9999582767486572,1,goat
0.9997383952140808,1,kudu
1.0,1,wild goat
0.9999960660934448,1,goldfinch
0.9956264495849609,1,ox
0.9998493194580078,1,curlew
0.9903312921524048,1,octopus
0.9997871518135071,1,goose
0.9999656677246094,1,coyote
0.9999722242355347,1,vulture
0.9993694424629211,1,stork
0.9999184608459473,1,ragh
0.9999960660934448,1,gayal
0.9999731779098511,1,zebra
0.9970355033874512,1,sugar glider
0.9999998807907104,1,nilgai
1.0,1,walrus
0.9982315897941589,1,swallow
1.0,1,koala bear
0.9999960660934448,1,wasp
0.9999991655349731,1,turtle
0.9999935626983643,1,rabbit
0.9999994039535522,1,caracal
0.9999920129776001,1,ant
0.9940285682678223,1,seal
0.9998101592063904,1,gaur
0.9999144077301025,1,partridge
0.9998086094856262,1,swan
0.9999998807907104,1,fox
0.9999972581863403,1,goshawk
0.9999953508377075,1,grouse
0.9994046688079834,1,shrew
0.9999998807907104,1,tasmanian devil
0.9999996423721313,1,koala
1.0,1,spoonbill
0.9999997615814209,1,hopping mouse
0.9999995231628418,1,antelope
0.9995348453521729,1,llama
0.9999914169311523,1,barasingha
0.9996798038482666,1,shark
0.9929022192955017,1,gerbil
0.9987940788269043,1,fish
0.9962581396102905,1,margay
1.0,1,leopard
0.9999997615814209,1,panther
1.0,1,bat
0.9999746084213257,1,meerkat
0.9999992847442627,1,wallaby
0.9999865293502808,1,deer
0.994400680065155,1,flamingo
0.9998539686203003,1,dugong
1.0,1,wildcat
1.0,1,dragonfly
0.9998925924301147,1,quetzal
0.9996432065963745,1,capybara
0.9999886751174927,1,chamois
0.9999797344207764,1,baboon
0.9987976551055908,1,armadillo
0.9999997615814209,1,jackal
1.0,1,eagle
1.0,1,lyrebird
0.9999972581863403,1,crow
0.9988957643508911,1,snail
0.9987737536430359,1,fossa
0.9989012479782104,1,bee
0.999964714050293,1,wren
0.9998866319656372,1,porpoise
0.9977902173995972,1,penguin
1.0,1,blackbuck
0.9955268502235413,1,saiga
0.9999771118164062,1,snake
0.9994375109672546,1,sandpiper
1.0,1,stingray
0.9999977350234985,1,duck
1.0,1,manatee
0.9999914169311523,1,alpaca
0.9947821497917175,1,clam
0.998950719833374,1,quoll
0.9937008619308472,1,chough
0.9999836683273315,1,monkey
0.9999997615814209,1,albatross
0.9997439980506897,1,impala
0.9999911785125732,1,pygmy goat
0.9999984502792358,1,musk deer
0.9891297817230225,1,ass
0.9999994039535522,1,squirrel
0.9998910427093506,1,beaver
0.9999985694885254,1,bear
0.9887263178825378,1,fly
0.9970828890800476,1,gnu
0.9999992847442627,1,finch
0.9967196583747864,1,okapi
0.9999685287475586,1,mouse
1.0,1,peafowl
0.9999123811721802,1,marbled cat
0.9981677532196045,1,aardwolf
0.9999990463256836,1,heron
0.9999942779541016,1,wolf
0.9999920129776001,1,boar
0.9968351721763611,1,emu
0.9999988079071045,1,jellyfish
0.9999905824661255,1,kouprey
0.999963641166687,1,mandrill
0.9998754262924194,1,rat
0.9999771118164062,1,moose
0.9998773336410522,1,tapir
0.9999922513961792,1,argali
0.9966073036193848,1,louse
0.9999992847442627,1,locust
0.9999765157699585,1,chicken
0.9999903440475464,1,salmon
0.9999136924743652,1,caribou
0.9999498128890991,1,sambar
1.0,1,falcon
0.9980860948562622,1,nightingale
1.0,1,rhinoceros
0.9999877214431763,1,reedbuck
0.9999303817749023,1,cassowary
0.9995823502540588,1,gorilla
0.9958005547523499,1,quelea
0.9999616146087646,1,woodpecker
0.9971038699150085,1,muntjac
0.9991022348403931,1,ocelot
0.9999850988388062,1,hippopotamus
0.9999996423721313,1,woodcock
0.9999924898147583,1,hare
0.9995834231376648,1,butterfly
0.9999523162841797,1,javan rusa
0.9944663643836975,1,pony
1.0,1,mallard
0.9999945163726807,1,mink
2.663106215550215e-07,0,why
1.1420023838581983e-05,0,aren't
0.0007916484610177577,0,theorybreeze
3.585112153814407e-06,0,always
5.458219675347209e-05,0,years
4.149126198171871e-06,0,Mr.
0.0015569169772788882,0,tennis racket
0.0027005635201931,0,cascade
3.469249065801705e-08,0,to
0.0007212723139673471,0,rain
1.5903970052022487e-07,0,%
0.0003526841173879802,0,indulgence
1.8785251086228527e-05,0,body
1.7041782029991737e-06,0,almost
2.7697371479007415e-05,0,The
9.01077470416567e-08,0,growth
6.539698915730696e-08,0,2
4.350129529484548e-06,0,lie
3.0169942419888685e-06,0,tie
9.687358897281229e-07,0,off
0.003035294823348522,0,flush
0.0021849586628377438,0,toilet
0.007714696228504181,0,moo
2.8125425615144195e-06,0,while
0.001308603212237358,0,softness
2.669204150151927e-05,0,weren't
9.864492085398524e-07,0,not
2.0781465082109207e-06,0,high
3.2906331171034253e-07,0,measurement
1.5034131592983613e-06,0,industry
0.0035665228497236967,0,fluke
3.872091474477202e-05,0,#
2.452098442518036e-06,0,he
0.001711999881081283,0,effigy
0.005417156033217907,0,eye
1.7305945220869035e-05,0,must
0.00012709938164334744,0,nonetheless
5.0485490646678954e-05,0,book
